sector,url_path,canonical,title,description,h1,word_count,jsonld_types,has_breadcrumblist,has_faqpage,has_article,has_webpage,og_image_per_page,og_image_url,internal_links,external_links,first_commit_date,last_commit_date
toplevel,aligned/index.html,https://frqncy.network/aligned/,Aligned Goods — FRQNCY,"A curated index of products, places, texts, and tools that help you live in alignment. Information in abundance. No paid placement.",,377,,False,False,False,False,False,https://frqncy.network/og-image.png,31,3,2026-04-25,2026-05-01
books,books/,https://frqncy.network/books/,Books — FRQNCY Network,284 books curated on the FRQNCY network.,Books,6800,WebSite|ListItem|CollectionPage|ItemList,False,False,False,False,False,https://frqncy.network/og-image.png,7,3,2026-04-24,2026-04-29
books,books/a-course-in-miracles/,https://frqncy.network/books/a-course-in-miracles/,A Course in Miracles — FRQNCY Network,"A complete spiritual thought system channelled over seven years. Polarising, profound.",A Course in Miracles,18,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/a-happy-pocket-full-of-money/,https://frqncy.network/books/a-happy-pocket-full-of-money/,A Happy Pocket Full of Money — FRQNCY Network,"Wealth consciousness from first principles — money as energy, abundance as a state of being before it is a state of having. Applies equally to the science",A Happy Pocket Full of Money,31,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/a-pattern-language/,https://frqncy.network/books/a-pattern-language/,A Pattern Language — FRQNCY Network,"253 patterns for designing buildings, towns, and cities that make human life flourish. A design classic.",A Pattern Language,18,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/a-sand-county-almanac/,https://frqncy.network/books/a-sand-county-almanac/,A Sand County Almanac — FRQNCY Network,The founding text of modern ecology and land ethics. Lyrical and essential.,A Sand County Almanac,18,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/acres-of-diamonds/,https://frqncy.network/books/acres-of-diamonds/,Acres of Diamonds — FRQNCY Network,"The famous lecture given 6,000 times — the opportunity you seek is already in the field you stand on.",Acres of Diamonds,17,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/aliens-and-the-bible/,https://frqncy.network/books/aliens-and-the-bible/,Aliens and the Bible — FRQNCY Network,"The biblical scholar&#39;s rigorous examination of ancient texts — are the Elohim, Nephilim, and Watchers a record of extraterrestrial contact?",Aliens and the Bible,16,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/alive-in-shape-and-color/,https://frqncy.network/books/alive-in-shape-and-color/,Alive in Shape and Color — FRQNCY Network,Writers respond to great works of art. Where literature and visual culture meet.,Alive in Shape and Color,15,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/america-before/,https://frqncy.network/books/america-before/,America Before — FRQNCY Network,"The case for a forgotten civilisation in the Americas — geological evidence, ancient maps, and a pre-Columbian mystery.",America Before,16,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/americanah/,https://frqncy.network/books/americanah/,Americanah — FRQNCY Network,"A novel about identity, race, and belonging across continents. The most vital voice on the diasporic experience.",Americanah,18,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/artificial-intelligence-a-guide-for-thinking-humans/,https://frqncy.network/books/artificial-intelligence-a-guide-for-thinking-humans/,Artificial Intelligence: A Guide for Thinking Humans — FRQNCY Network,"The most honest, clear-eyed overview of what AI can and cannot do. Required reading before forming strong opinions.",Artificial Intelligence: A Guide for Thinking Humans,19,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/as-a-man-thinketh/,https://frqncy.network/books/as-a-man-thinketh/,As a Man Thinketh — FRQNCY Network,"The 1903 masterpiece — mind is the master weaver, creating the inner garment of character and the outer garment of circumstance.",As a Man Thinketh,16,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/ask-and-it-is-given/,https://frqncy.network/books/ask-and-it-is-given/,Ask and It Is Given — FRQNCY Network,22 processes for applying the Law of Attraction — the most practical Abraham book for working with the creative power of desire.,Ask and It Is Given,13,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/at-your-command/,https://frqncy.network/books/at-your-command/,At Your Command — FRQNCY Network,"Neville&#39;s first published work. A 28-page distillation of his core teaching: that &#39;I AM&#39; is the only creative power, and what you assume yourself to be, yo",At Your Command,16,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-25,2026-04-29
books,books/autobiography-of-a-yogi/,https://frqncy.network/books/autobiography-of-a-yogi/,Autobiography of a Yogi — FRQNCY Network,"One of the most influential spiritual autobiographies ever written — Yogananda&#39;s account of his life and the masters of India, the transmission of Kriya Yo",Autobiography of a Yogi,54,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,12,4,2026-04-24,2026-04-29
books,books/awakened-imagination/,https://frqncy.network/books/awakened-imagination/,Awakened Imagination — FRQNCY Network,On imagination as the actual creative power — not metaphor but mechanism. Includes Neville&#39;s readings of Blake and Coleridge as fellow witnesses.,Awakened Imagination,16,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-25,2026-04-29
books,books/becoming-a-supple-leopard/,https://frqncy.network/books/becoming-a-supple-leopard/,Becoming a Supple Leopard — FRQNCY Network,The definitive guide to resolving movement problems and building a body that lasts.,Becoming a Supple Leopard,19,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/becoming-rich/,https://frqncy.network/books/becoming-rich/,Becoming Rich — FRQNCY Network,Eleven principles of the millionaire mindset — drawn from interviews with self-made men and women across industries.,Becoming Rich,17,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/becoming-supernatural/,https://frqncy.network/books/becoming-supernatural/,Becoming Supernatural — FRQNCY Network,"How ordinary people are doing the extraordinary — Dispenza&#39;s synthesis of neuroscience, epigenetics, and meditation for healing and transformation.",Becoming Supernatural,17,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/biomimicry/,https://frqncy.network/books/biomimicry/,Biomimicry — FRQNCY Network,"The book that launched the field. Nature as mentor, measure, and model for human design.",Biomimicry,20,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/bitcoin-whitepaper/,https://frqncy.network/books/bitcoin-whitepaper/,Bitcoin Whitepaper — FRQNCY Network,"Nine pages that changed money forever. The original 2008 paper describing a peer-to-peer electronic cash system — still the clearest, most radical thing wr",Bitcoin Whitepaper,34,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,11,4,2026-04-24,2026-04-29
books,books/blink/,https://frqncy.network/books/blink/,Blink — FRQNCY Network,The power of thinking without thinking — how expert intuition works and when to trust it.,Blink,17,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/bowling-alone/,https://frqncy.network/books/bowling-alone/,Bowling Alone — FRQNCY Network,The data-driven account of America&#39;s collapse in social capital — and why it matters for democracy and health.,Bowling Alone,20,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/braiding-sweetgrass/,https://frqncy.network/books/braiding-sweetgrass/,Braiding Sweetgrass — FRQNCY Network,"A Potawatomi botanist weaves indigenous wisdom with Western botany and ecological science — a meditation on gratitude, reciprocity, plant intelligence, and",Braiding Sweetgrass,69,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,13,4,2026-04-24,2026-04-29
books,books/breaking-the-habit-of-being-yourself/,https://frqncy.network/books/breaking-the-habit-of-being-yourself/,Breaking the Habit of Being Yourself — FRQNCY Network,How quantum physics and neuroscience explain why changing your mind can change your biology — Dispenza&#39;s most accessible introduction.,Breaking the Habit of Being Yourself,18,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/breath/,https://frqncy.network/books/breath/,Breath — FRQNCY Network,The most comprehensive investigation into how we breathe — and how most of us are doing it wrong.,Breath,20,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/care-of-the-soul/,https://frqncy.network/books/care-of-the-soul/,Care of the Soul — FRQNCY Network,Depth psychology meets spirituality. How to tend to the soul through everyday life rather than transcendence.,Care of the Soul,19,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/clean/,https://frqncy.network/books/clean/,Clean — FRQNCY Network,"A physician&#39;s programme for reducing toxic load on the body — practical, grounded, and medically informed.",Clean,17,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/complexity/,https://frqncy.network/books/complexity/,Complexity — FRQNCY Network,The story of the Santa Fe Institute and the birth of complexity science.,Complexity,17,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/conversations-with-god/,https://frqncy.network/books/conversations-with-god/,Conversations with God — FRQNCY Network,"The unexpected channeled conversation that changed millions of lives — direct dialogue with a presence that reframes everything about love, death, purpose,",Conversations with God,28,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/cosmos/,https://frqncy.network/books/cosmos/,Cosmos — FRQNCY Network,The book and series that made astrophysics feel like philosophy. Still the best gateway into the subject.,Cosmos,20,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/cradle-to-cradle/,https://frqncy.network/books/cradle-to-cradle/,Cradle to Cradle — FRQNCY Network,The manifesto for designing waste out of the system entirely. Industrial ecology at its most visionary.,Cradle to Cradle,22,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/creative-mind-and-success/,https://frqncy.network/books/creative-mind-and-success/,Creative Mind and Success — FRQNCY Network,"The founder of Science of Mind on using mental law to create success — clear, practical, and spiritually grounded.",Creative Mind and Success,16,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/cydonia-the-secret-chronicles-of-mars/,https://frqncy.network/books/cydonia-the-secret-chronicles-of-mars/,Cydonia: The Secret Chronicles of Mars — FRQNCY Network,"David Flynn&#39;s investigation into the 33rd parallel, Cydonia&#39;s geometry, and the encoded connection between Mars, sacred sites, and the Watchers tradition.",Cydonia: The Secret Chronicles of Mars,16,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/death-on-mars/,https://frqncy.network/books/death-on-mars/,Death on Mars — FRQNCY Network,The plasma physicist&#39;s case that Mars was destroyed by a nuclear cataclysm — isotopic evidence for a thermonuclear event on a once-inhabited planet.,Death on Mars,16,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/deschooling-society/,https://frqncy.network/books/deschooling-society/,Deschooling Society — FRQNCY Network,A radical critique of compulsory schooling and a vision for self-directed learning communities.,Deschooling Society,19,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/designing-your-life/,https://frqncy.network/books/designing-your-life/,Designing Your Life — FRQNCY Network,"Stanford&#39;s design-thinking approach to building a well-lived life — treating your life as a prototype, not a plan.",Designing Your Life,17,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/dmt-the-spirit-molecule/,https://frqncy.network/books/dmt-the-spirit-molecule/,DMT: The Spirit Molecule — FRQNCY Network,Clinical research on DMT and its apparent role in opening perception of non-ordinary dimensions.,DMT: The Spirit Molecule,15,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/doughnut-economics/,https://frqncy.network/books/doughnut-economics/,Doughnut Economics — FRQNCY Network,A new economic compass for the 21st century — thriving within planetary boundaries. The foundational text for regenerative business. Essential and readable,Doughnut Economics,36,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/drawdown/,https://frqncy.network/books/drawdown/,Drawdown — FRQNCY Network,The most comprehensive plan to reverse global warming ever assembled — 100 solutions ranked by impact.,Drawdown,36,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/dying-to-be-me/,https://frqncy.network/books/dying-to-be-me/,Dying to Be Me — FRQNCY Network,Anita Moorjani&#39;s miraculous recovery from end-stage cancer after a profound near-death experience — the most powerful first-person account of how love and,Dying to Be Me,33,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,11,4,2026-04-24,2026-04-29
books,books/e-squared/,https://frqncy.network/books/e-squared/,E-Squared — FRQNCY Network,Nine do-it-yourself energy experiments that prove your thoughts create your reality — making the law of attraction testable.,E-Squared,16,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/edgar-cayces-story-of-the-origin-and-destiny-of-man/,https://frqncy.network/books/edgar-cayces-story-of-the-origin-and-destiny-of-man/,Edgar Cayce&#39;s Story of the Origin and Destiny of Man — FRQNCY Network,The sleeping prophet&#39;s readings on the Akashic field — extraordinary and still debated.,Edgar Cayce&#39;s Story of the Origin and Destiny of Man,18,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/emergence/,https://frqncy.network/books/emergence/,Emergence — FRQNCY Network,"How cities, ant colonies, and the internet self-organise without central control. A joyful book about complexity.",Emergence,20,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/emergent-strategy/,https://frqncy.network/books/emergent-strategy/,Emergent Strategy — FRQNCY Network,Principles of change drawn from nature and complexity science — organising as if the world depends on it.,Emergent Strategy,21,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/energy-medicine/,https://frqncy.network/books/energy-medicine/,Energy Medicine — FRQNCY Network,The most comprehensive guide to working with the body&#39;s energy systems for health and vitality.,Energy Medicine,20,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/entangled-life/,https://frqncy.network/books/entangled-life/,Entangled Life — FRQNCY Network,How fungi make our worlds — and why mycelium networks challenge everything we think we know about intelligence.,Entangled Life,23,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/enthusiasm/,https://frqncy.network/books/enthusiasm/,Enthusiasm — FRQNCY Network,Gurumayi&#39;s teaching on enthusiasm as the fuel of spiritual life — the divine energy that makes every action an act of worship.,Enthusiasm,18,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/ethereum-whitepaper/,https://frqncy.network/books/ethereum-whitepaper/,Ethereum Whitepaper — FRQNCY Network,Vitalik Buterin&#39;s 2014 vision for a world computer — extending Bitcoin with Turing-complete scripting to enable any decentralised application.,Ethereum Whitepaper,14,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/feeling-is-the-secret/,https://frqncy.network/books/feeling-is-the-secret/,Feeling Is the Secret — FRQNCY Network,"Sixty pages, no fluff. Neville&#39;s clearest single statement of the method: it is the felt sense of the wish fulfilled, not the thought, that does the work.",Feeling Is the Secret,16,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-25,2026-04-29
books,books/fingerprints-of-the-gods/,https://frqncy.network/books/fingerprints-of-the-gods/,Fingerprints of the Gods — FRQNCY Network,The investigation into a lost civilisation predating recorded history — the book that launched a global movement of alternative archaeology.,Fingerprints of the Gods,19,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/finite-and-infinite-games/,https://frqncy.network/books/finite-and-infinite-games/,Finite and Infinite Games — FRQNCY Network,"Two kinds of games. Finite games are played to win. Infinite games are played to keep playing. A philosophy of play so sharp it applies to creation, busine",Finite and Infinite Games,39,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/flatland/,https://frqncy.network/books/flatland/,Flatland — FRQNCY Network,A Victorian satire that remains the best introduction to thinking about higher dimensions. Free online.,Flatland,15,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/food-sovereignty/,https://frqncy.network/books/food-sovereignty/,Food Sovereignty — FRQNCY Network,A global reconnection of people and place — the concept and movement.,Food Sovereignty,20,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/four-fish/,https://frqncy.network/books/four-fish/,Four Fish — FRQNCY Network,The future of the last wild food. Four fish tell the story of the ocean&#39;s collapse and potential recovery.,Four Fish,19,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/four-thousand-weeks/,https://frqncy.network/books/four-thousand-weeks/,Four Thousand Weeks — FRQNCY Network,Time management for mortals. Why productivity culture fails — and what to do instead.,Four Thousand Weeks,22,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/freedom-for-all/,https://frqncy.network/books/freedom-for-all/,Freedom for All — FRQNCY Network,"Subtitled A Practical Application of the Bible. Neville reads the Old and New Testaments as instructions for inner work — not history, but technique.",Freedom for All,16,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-25,2026-04-29
books,books/from-the-finite-to-the-infinite/,https://frqncy.network/books/from-the-finite-to-the-infinite/,From the Finite to the Infinite — FRQNCY Network,"Muktananda answers seekers&#39; deepest questions on the nature of the self, the guru, and the path of Kashmir Shaivism.",From the Finite to the Infinite,18,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/growing-a-revolution/,https://frqncy.network/books/growing-a-revolution/,Growing a Revolution — FRQNCY Network,The science and practice of regenerative agriculture — how soil health drives farm profitability and climate healing.,Growing a Revolution,18,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/gödel-escher-bach/,https://frqncy.network/books/gödel-escher-bach/,"Gödel, Escher, Bach — FRQNCY Network","A Pulitzer Prize-winning journey through logic, self-reference, and consciousness. A cult classic for good reason.","Gödel, Escher, Bach",17,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,,
books,books/hamlet/,https://frqncy.network/books/hamlet/,Hamlet — FRQNCY Network,Still the greatest drama ever written. The Folger edition is the best free annotated version online.,Hamlet,16,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/how-not-to-die/,https://frqncy.network/books/how-not-to-die/,How Not to Die — FRQNCY Network,A physician reviews every major cause of death and the dietary changes that prevent them. Evidence-based and accessible.,How Not to Die,21,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/how-to-be-rich/,https://frqncy.network/books/how-to-be-rich/,How to Be Rich — FRQNCY Network,"Practical counsel from one of the 20th century&#39;s richest men — attitudes, habits, and principles of building lasting wealth.",How to Be Rich,17,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/how-to-change-your-mind/,https://frqncy.network/books/how-to-change-your-mind/,How to Change Your Mind — FRQNCY Network,The book that opened the mainstream conversation about psychedelic medicine and therapeutic potential.,How to Change Your Mind,21,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/how-to-create-a-mind/,https://frqncy.network/books/how-to-create-a-mind/,How to Create a Mind — FRQNCY Network,A leading AI researcher&#39;s theory of how the brain works — and how to reverse-engineer it.,How to Create a Mind,19,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/how-to-have-confidence-and-power/,https://frqncy.network/books/how-to-have-confidence-and-power/,How to Have Confidence and Power — FRQNCY Network,The classic guide to building genuine confidence and influence in all your dealings with people.,How to Have Confidence and Power,17,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/how-to-win-friends-and-influence-people/,https://frqncy.network/books/how-to-win-friends-and-influence-people/,How to Win Friends and Influence People — FRQNCY Network,"The founding text of interpersonal intelligence — 30 million copies sold, still the most useful book on human relations ever written.",How to Win Friends and Influence People,17,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/human-design-understanding-the-mechanics-of-your-inner-universe/,https://frqncy.network/books/human-design-understanding-the-mechanics-of-your-inner-universe/,Human Design — Understanding the Mechanics of Your Inner Universe — FRQNCY Network,"The most accessible entry point into Human Design. Parkyn writes for beginners with warmth and clarity — covers Types, Centers, and practical application w",Human Design — Understanding the Mechanics of Your Inner Universe,17,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/i-am-that/,https://frqncy.network/books/i-am-that/,I Am That — FRQNCY Network,Conversations with a Mumbai shopkeeper who happened to be fully awakened. One of the most radical spiritual texts.,I Am That,17,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/i-am-the-word/,https://frqncy.network/books/i-am-the-word/,I Am the Word — FRQNCY Network,The first in Selig&#39;s extraordinary channeled series — transmissions from a team of guides on claiming your divine identity. Read the series in order.,I Am the Word,13,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/ikigai/,https://frqncy.network/books/ikigai/,Ikigai — FRQNCY Network,"The Japanese concept of a life worth living — finding the intersection of what you love, what you&#39;re good at, and what the world needs.",Ikigai,20,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/immortal-man/,https://frqncy.network/books/immortal-man/,Immortal Man — FRQNCY Network,"Posthumous compilation of Neville&#39;s late lectures, edited by Margaret Ruth Broome. The teaching in his own spoken voice, less filtered than the books.",Immortal Man,16,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-25,2026-04-29
